species_id,names,bwg_name,subspecies,functional_group,predation,realm,micro_macro,barcode,taxon_level,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
3486,Cecidomyidae sp. 3,Diptera.32,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3491,Cecidomyiidae1;Diptera.33;Diptera.34,Diptera.35,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3496,Cecidomyiidae2,Diptera.36,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3501,Cecidomyiidae3,Diptera.37,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3506,Cecidomyiidae.spp,Diptera.438,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3511,NA,Diptera.500,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3516,CTP - IC11,Diptera.509,NA,piercer,predator,aquatic,macro,NA,genus,Culicoides,12,3,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,2,1,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3521,Ceratopogonidae JP2;Forcipomyia (Phytohelea) sp.,Diptera.409,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3531,Ceratopogonidae JP5;Forcipomyia sp. 2,Diptera.425,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3536,NA,Diptera.498,NA,piercer,predator,aquatic,macro,NA,genus,Stilobezzia,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3546,Forcypomyia sp.,Diptera.115,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3551,Atrichopogon sp. A,Diptera.15,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3556,Atrichopogon sp. B,Diptera.444,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3561,Atrichopogon sp C,Diptera.445,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3566,Culicoides sp. A,Diptera.45,NA,piercer,predator,aquatic,macro,NA,genus,Culicoides,12,3,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,2,1,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3571,Bezzia sp. A,Diptera.446,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3576,Bezzia sp. B1/B2,Diptera.46,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3586,Bezzia sp. C;Sphaeromias sp. B,Diptera.47,NA,piercer,predator,aquatic,macro,NA,genus,Sphaeromias,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3591,Bezzia sp. D,Diptera.48,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3596,Ceratopogonidae sp. E;Sphaeromias sp. A,Diptera.49,NA,piercer,predator,aquatic,macro,NA,genus,Sphaeromias,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3601,Bezzia sp. H,Diptera.50,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3606,Ceratopogonidae sp. I,Diptera.51,NA,piercer,predator,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3611,Pupa Atrichopogon,Diptera.482,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3616,Pupa Ceratopogonidae,Diptera.483,NA,NA,NA,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3621,Bezzia sp. 1,Diptera.20,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3626,Bezzia sp. 2,Diptera.22,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3636,Coleopteralarva1,Colleoptera.7,NA,NA,NA,aquatic,macro,NA,ord,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3641,Atrichopogon sp.;Black head diptera sp. N,Diptera.349,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3646,Ceratopogonidae (new);Forcipomyia (Phytohelea) sp.,Diptera.353,NA,gatherer,prey,aquatic,macro,NA,genus,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3666,Ceratopogonid sp;Ceratopogonid sp A,Diptera.39,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3671,Ceratopogonid sp;Ceratopogonid sp B,Diptera.40,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3676,Ceratopogonid sp;Ceratopogonid sp D,Diptera.407,NA,NA,NA,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3681,Ceratopogonid sp;Ceratopogonid sp C,Diptera.41,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3686,Bezzia sp. 1;Diptera.19,Diptera.21,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3691,Coleopteralarva2,Coleoptera.8,NA,NA,NA,aquatic,macro,NA,ord,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3696,Forcipomyinae sp1,Diptera.156,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3701,Forcipomyinae sp2,Diptera.157,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3706,Bezzia,Diptera.17,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3711,Bezzia sp1,Diptera.23,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3716,Bezzia sp2,Diptera.24,NA,piercer,predator,aquatic,macro,NA,genus,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3721,Ceratopogoninae,Diptera.52,NA,gatherer,prey,aquatic,macro,NA,subfamily,Ceratopogoninae,10,3,3,3,0,1,2,2,0,0,0,3,2,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,1,2,0,0,2,2,2,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3726,Cerasp1,Diptera.323,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3731,Cerasp2,Diptera.324,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3736,Cerasp3,Diptera.325,NA,gatherer,prey,aquatic,macro,NA,family,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3741,Forcipomyiinae sp 4,Diptera.149,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3746,Coleopteralarva3,Coleoptera.9,NA,NA,NA,aquatic,macro,NA,ord,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3751,Forcipomyiinae sp 5,Diptera.150,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3756,Forcipomyiinae sp 6,Diptera.151,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3761,Ceratopogonidae.Leptoconopinae.sp.1,Diptera.384,NA,gatherer,prey,aquatic,macro,NA,subfamily,Leptoconopinae,10,3,3,3,0,0,3,0,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3771,Diptera.152;Forcipomyiinae sp. 1,Diptera.153,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3776,Forcipomyiinae sp. 2,Diptera.154,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3781,Forcipomyiinae sp. 3,Diptera.155,NA,gatherer,prey,aquatic,macro,NA,subfamily,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
